id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,greek_letters,spect_desig,color,linecolor
208,207.0,225009.0,9094.0,,,,0.043357,66.098966,,3.32,1.14,-18.0,5.87,-14.13,G8III,1.073,40513.198308,459.88359,91424.664275,-0.00053094,0.00160352,0.00020708,0.0113507568383742,1.1536445903601564,1.6095814194444444e-08,5.526875e-09,,,Cas,1,208,,39084089.57924025,,6.002000000000001,5.812,,G,#FFD423,#FFD423
238,238.0,225045.0,9095.0,,,,0.049301,-20.045882000000002,61.1621,100.38,78.95,-4.0,6.25,2.318,F6/F7V,0.526,57.451983999999996,0.741591,-20.964675,3.8e-06,2.981e-05,2.339e-05,0.01290702523975974,-0.3498666438465,4.866559725416667e-07,3.8276040000000004e-07,,,Cet,1,238,,10.299117193406989,,,,,F,#d4bf94,#d4bf94
253,253.0,225069.0,9096.0,,,,0.05218099999999999,-24.145145,203.666,59.32,-3.14,25.0,6.46,-0.085,K1III,1.176,185.83056299999998,2.53883,-83.309585,2.126e-05,5.886e-05,-1.329e-05,0.013660980425408923,-0.4214122862025538,2.875914753055555e-07,-1.5223149e-08,,,Cet,1,253,,94.18895965228413,,,,,K,#F99220,#F99220
274,274.0,225094.0,9097.0,,,,0.05714299999999999,63.640519999999995,763.3588,-3.27,-1.83,-43.0,6.24,-3.174,B3Ia,0.332,338.894446,5.070187000000001,683.988975,-1.328e-05,-1.23e-05,-4.241e-05,0.014960020282685654,1.1107366073692124,-1.5853407354166667e-08,-8.87209e-09,,,Cas,1,274,,1620.3170427400007,V639,6.287999999999999,6.207999999999999,,B,#93C2F1,#93C2F1
300,301.0,225132.0,9098.0,,2    Cet,,0.062329999999999997,-17.335988,83.4725,28.57,-7.28,-5.0,4.55,-0.057999999999999996,B9IVn,-0.047,79.670013,1.3001770000000001,-24.872663,-5.95e-06,1.147e-05,-1.29e-06,0.016318027973599682,-0.30257006382630625,1.3851126853472225e-07,-3.5294434999999995e-08,,2.0,Cet,1,300,,91.87556016660622,,,,,B,#93C2F1,#93C2F1
302,302.0,225136.0,9099.0,,,,0.064342,66.712183,265.9574,7.86,-8.15,15.0,6.31,-0.8140000000000001,M4,1.629,105.131447,1.771134,244.290098,1.554e-05,1.04e-05,9.94e-06,0.016844749430608805,1.1643472412672524,3.8106355291666665e-08,-3.9512314e-08,,,Cep,1,302,,184.33168795057549,V398,6.356,6.256,,M,#FF2620,#FF2620
330,330.0,225180.0,9100.0,,9    Cas,,0.070462,62.287664,,-0.99,-0.37,-18.0,5.9,-14.1,A1III,0.27399999999999997,46495.3549,857.7903570000001,88529.35183500001,0.00015906,-0.00047707,-9.971e-05,0.01844690300301492,1.0871248133041624,-4.7996554375e-09,-1.7938099999999998e-09,,9.0,Cas,1,330,,38018939.63205613,,,,,A,#f3e8d3,#f3e8d3
343,343.0,225197.0,9101.0,,,,0.07216499999999999,-16.529035999999998,90.6618,53.77,-60.27,-27.0,5.78,0.993,K0III,1.084,86.89952,1.6419669999999997,-25.793323,-3.445e-05,2.299e-05,-1.754e-05,0.018892655987765305,-0.2884861027255437,2.6068431603472233e-07,-2.92197205e-07,,,Cet,1,343,,34.89795674378744,,,,,K,#F99220,#F99220
345,345.0,225200.0,9102.0,,,,0.07231,-29.268821999999997,124.8439,29.15,3.44,28.0,6.38,0.898,A1V,0.006,108.88646399999999,2.061556,-61.037282999999995,2.566e-05,1.813e-05,-1.218e-05,0.018930632577893968,-0.5108373060710875,1.4132318788194443e-07,1.667759e-08,,,Scl,1,345,,38.089037649813505,,,,,A,#f3e8d3,#f3e8d3
355,355.0,225212.0,9103.0,,3    Cet,,0.075033,-10.509523,641.0256,-6.49,-11.88,-42.0,4.99,-4.044,K3Ibvar,1.619,630.150175,12.379991,-116.922329,-4.856e-05,-2.113e-05,-2.846e-05,0.019643574686431155,-0.1834257839638188,-3.146440786805556e-08,-5.7595865e-08,,3.0,Cet,1,355,,3610.771451003532,,,,,K,#F99220,#F99220
366,365.0,225218.0,9105.0,,,,0.07683,42.09253,386.1004,-11.94,-12.73,-8.0,6.11,-1.824,B9III,0.159,286.452905,5.762477,258.814588,1.035e-05,-2.214e-05,-2.317e-05,0.02011412849090724,0.7346532469781663,-5.7886753458333324e-08,-6.1716781e-08,,,And,1,366,,467.30453963151,,,,,B,#93C2F1,#93C2F1
377,377.0,225253.0,9108.0,,,,0.07813099999999999,-71.436891,175.4386,30.0,-13.62,-3.0,5.59,-0.631,B8III,-0.1,55.83900799999999,1.142475,-166.311133,-1.248e-05,2.526e-05,-7.8e-07,0.020454582635911458,-1.2468089617767009,1.4544410416666667e-07,-6.603162299999999e-08,,,Tuc,1,377,,155.7399389080856,,,,,B,#93C2F1,#93C2F1
379,379.0,225216.0,9104.0,,,,0.078304,67.166445,92.6784,95.58,23.8,-27.0,5.68,0.845,K1III,1.051,35.956697999999996,0.73744,85.415532,-2.145e-05,4.251e-05,-2.13e-05,0.02049985461801391,1.1722756186244814,4.63384915875e-07,1.15385655e-07,,,Cep,1,379,,39.99447497610976,,,,,K,#F99220,#F99220
394,394.0,225239.0,9107.0,NN 3002,,,0.081573,34.659797,39.185,769.11,100.49,6.4,6.09,3.1239999999999997,G2V,0.632,32.224052,0.6885020000000001,22.28464,-8.59e-06,0.00014595,1.942e-05,0.02135579856686206,0.6049275719060863,3.728750498520833e-06,4.87189267e-07,,,And,1,394,,4.902301301361682,,,,,G,#FFD423,#FFD423
399,399.0,225276.0,9109.0,,,,0.08222,26.648764,200.0,112.32,-14.52,-5.0,6.25,-0.255,K4IIIb,1.368,178.713114,3.8475300000000003,89.703967,-6e-07,0.00010891,-1.488e-05,0.021525194748852502,0.4651086770442225,5.44542726e-07,-7.039494599999999e-08,,,Peg,1,399,,110.15393095414144,,,,,K,#F99220,#F99220
410,410.0,225292.0,,,,,0.083662,27.674784000000002,168.0672,83.36,-6.57,11.5,6.47,0.34299999999999997,G8II,0.946,148.80438600000002,3.259799,78.059251,1.141e-05,6.818e-05,7.2e-07,0.02190264123098597,0.4830160962927425,4.0414068411111115e-07,-3.1852258e-08,,,Peg,1,410,,63.50384185040407,,,,,G,#FFD423,#FFD423
417,417.0,6.0,2.0,,,,0.084395,-0.503035,138.8889,44.86,-53.47,14.0,6.32,0.607,G9III:,1.099,138.849775,3.068332,-1.219378,1.333e-05,3.051e-05,-3.613e-05,0.0220946140148996,-0.0087796252613975,2.1748741709722217e-07,-2.59229874e-07,,,Psc,1,417,,49.79663541644854,,,,,G,#FFD423,#FFD423
418,418.0,225289.0,9110.0,,,,0.085039,61.31397,221.7295,14.29,2.24,14.0,5.8,-0.929,B8MNp...,-0.067,106.405975,2.369398,194.515247,4.42e-06,1.546e-05,1.372e-05,0.022263193198905826,1.0701306540234776,6.927987495138888e-08,1.0859826000000002e-08,,,Cas,1,418,,204.9273858380245,V567,5.809,5.789,,B,#93C2F1,#93C2F1
441,443.0,28.0,3.0,,33    Psc,,0.088928,-5.707618,39.4945,-8.29,88.19,-6.0,4.61,1.6269999999999998,K1III,1.0290000000000001,39.287997,0.914841,-3.927804,-4.39e-06,-1.69e-06,1.741e-05,0.023281305328276467,-0.09961672987464,-4.019105411805555e-08,4.27557184e-07,,33.0,Psc,1,441,,19.462561593612413,BC,4.62,4.6,,K,#F99220,#F99220
475,476.0,87.0,4.0,,86    Peg,,0.094989,13.396266,114.2857,42.59,-6.51,-2.0,5.55,0.26,G5III,0.9009999999999999,111.141705,2.764456,26.478222,-1.74e-06,2.356e-05,-3.98e-06,0.0248680747187823,0.2338089558380125,2.0648214654861115e-07,-3.156137e-08,,86.0,Peg,1,475,,68.54882264526617,,,,,G,#FFD423,#FFD423
517,518.0,123.0,5.0,Gl 4.1A,,,0.10435599999999999,58.436733,21.4777,247.36,17.77,-11.6,5.98,4.32,G5V,0.687,11.23803,0.307211,18.300258,-8.49e-06,2.553e-05,-9.14e-06,0.027320425307301943,1.0199133908246714,1.1992351202222223e-06,8.6151391e-08,,,Cas,1,517,Gl   4.1,1.6292960326397214,V640,5.994,5.9639999999999995,,G,#FFD423,#FFD423
521,522.0,142.0,6.0,Gl 4.2A,,,0.105277,-49.075191,25.7136,575.21,-39.94,2.6,5.7,3.6489999999999996,G1IV...,0.519,16.837769,0.46441000000000004,-19.42844,-3.99e-06,7.162e-05,-5.27e-06,0.02756156509675433,-0.85652366430261,2.788696771923611e-06,-1.93634584e-07,,,Phe,1,521,Gl   4.2,3.022734480038652,,,,,G,#FFD423,#FFD423
530,531.0,144.0,7.0,,10    Cas,,0.10737000000000001,64.196168,265.9574,9.7,0.01,-0.4,5.57,-1.554,B9III,-0.023,115.723206,3.253833,239.43869500000002,-5.4e-07,1.25e-05,-3.6e-07,0.02810943648561137,1.1204345074242086,4.702692701388888e-08,4.8481e-11,,10.0,Cas,1,530,,364.41815078886117,,,,,B,#93C2F1,#93C2F1
543,544.0,166.0,8.0,Gl 5,,,0.11020899999999999,29.021502,13.6705,379.94,-178.34,-5.5,6.07,5.391,K0V,0.752,11.948982,0.344882,6.632053,9e-08,2.519e-05,-1.306e-05,0.02885262850960665,0.5065207576037262,1.8420010979027774e-06,-8.646167170000001e-07,,,And,1,543,,0.6075751461057411,V439,6.091,6.051,,K,#F99220,#F99220
559,560.0,203.0,9.0,,,,0.11391099999999998,-23.10754,39.3856,97.3,-47.09,3.0,6.19,3.213,F2IV,0.386,36.209604999999996,1.080174,-15.457211,-1.26e-06,1.855e-05,-9.47e-06,0.02982195158247283,-0.4033026516141675,4.717237111805556e-07,-2.2829876199999998e-07,,,Cet,1,559,,4.516479049291118,,,,,F,#d4bf94,#d4bf94
601,602.0,256.0,10.0,,,,0.121741,-17.38699,176.0563,-10.77,17.02,-9.0,6.2,-0.027999999999999997,A2IV/V,0.133,167.926569,5.35391,-52.60984200000001,-4.15e-06,-9.33e-06,1.661e-05,0.03187167312370778,-0.30346021599122996,-5.2214433395833335e-08,8.251528800000001e-08,,,Cet,1,601,,89.37169608501976,,,,,A,#f3e8d3,#f3e8d3
634,635.0,315.0,11.0,,,,0.12892,-2.548679,183.4862,30.12,2.77,13.0,6.43,0.11199999999999999,B8IIIsp...,-0.146,183.200416,6.185593,-8.159303,1.248e-05,2.723e-05,1.87e-06,0.033751257726455104,-0.044482847493292496,1.4602588058333335e-07,1.3429338e-08,,,Psc,1,634,,78.55973322609896,,,,,B,#93C2F1,#93C2F1
635,636.0,319.0,12.0,,,,0.129693,-22.50856,78.3699,70.1,-34.71,-13.0,5.93,1.459,A1V,0.141,72.358029,2.457783,-30.001634000000003,-1.822e-05,2.603e-05,-7.09e-06,0.03395367272591311,-0.39284847743974505,3.398543900694444e-07,-1.68278828e-07,,,Cet,1,635,,22.719564377352672,,,,,A,#f3e8d3,#f3e8d3
654,655.0,344.0,13.0,,,,0.134303,-33.529326,94.9668,-42.75,3.15,7.0,5.67,0.782,K1III,1.119,79.115753,2.7828720000000002,-52.45625,7.46e-06,-1.943e-05,-2.75e-06,0.03516055349382617,-0.5851971343732375,-2.072578484375e-07,1.5271629999999997e-08,,,Scl,1,654,,42.383810577435,,,,,K,#F99220,#F99220
663,664.0,352.0,14.0,,,,0.136693,-2.447711,279.3296,7.25,-4.87,1.0,6.18,-1.051,K2III,1.3659999999999999,278.896072,9.984904,-11.929502000000001,3.9e-07,9.84e-06,-6.63e-06,0.0357862385536786,-0.0427206115912275,3.5148991840277786e-08,-2.3610425999999998e-08,,,Psc,1,663,,229.2978591824821,AP,6.296,6.1160000000000005,,K,#F99220,#F99220
670,671.0,360.0,16.0,,,,0.138204,-8.824112,98.4252,-34.13,-35.67,20.0,5.99,1.024,G8III:,1.034,97.196752,3.518268,-15.098621,1.818e-05,-1.564e-05,-1.996e-05,0.03618160116454473,-0.15400980916409124,-1.6546690917361115e-07,-1.7293303899999999e-07,,,Cet,1,670,,33.91563869058218,,,,,G,#FFD423,#FFD423
676,677.0,358.0,15.0,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,135.68,-162.95,-12.0,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264000000002,-2e-08,1.958e-05,-2.65e-05,0.03659716270801555,0.5077238184659449,6.577952017777778e-07,-7.90003892e-07,Alp,21.0,And,1,676,,114.49855346901884,Alp,2.083,2.063,α,B,#93C2F1,#93C2F1
693,695.0,371.0,,,,,0.14246199999999998,63.20404,369.0037,-9.43,-3.52,-7.0,6.41,-1.425,G3II,0.998,166.236542,6.202821,329.379145,3.02e-06,-1.677e-05,-9.23e-06,0.03729640896811183,1.1031186036773912,-4.5717930076388876e-08,-1.7065441000000003e-08,,,Cas,1,693,,323.59365692962814,,,,,G,#FFD423,#FFD423
694,696.0,402.0,18.0,,,,0.14263800000000001,-17.578155,578.0347,14.92,-47.27,-17.0,6.11,-2.7,M0/M1IIICNp,1.6640000000000001,550.659574,20.572592999999998,-174.570161,-5.81e-05,3.967e-05,-0.00012102,0.03734251392425997,-0.3067966822499775,7.233420113888887e-08,-2.2917142600000002e-07,,,Cet,1,694,,1047.1285480508996,CF,6.178999999999999,6.019,,M,#FF2620,#FF2620
697,699.0,400.0,17.0,Gl 6,,,0.14470999999999998,36.627125,32.4465,-114.72,-124.6,-15.2,6.21,3.654,F8IV,0.504,26.020663,0.986231,19.357658999999998,-1e-07,-1.806e-05,-2.5e-05,0.03788488744027458,0.6392639273188562,-5.561782543333333e-07,-6.04077845e-07,,,And,1,697,,3.0088462766457256,,,,,F,#d4bf94,#d4bf94
714,716.0,417.0,19.0,,,,0.147814,25.462985,138.5042,104.61,54.77,15.0,6.24,0.5329999999999999,K0III,0.976,124.956847,4.8380019999999995,59.546878,-4.68e-06,7.011e-05,3.98e-05,0.03869758068142325,0.444412921408955,5.071635912291666e-07,2.6553245199999997e-07,,,Peg,1,714,,53.30893422367014,,,,,K,#F99220,#F99220
726,728.0,434.0,,,,,0.150045,28.247543,110.8647,5.9,-5.62,6.9,6.47,1.246,A4Vm,0.242,97.58665400000001,3.8353349999999997,52.470284,7.52e-06,3.47e-06,6.8e-07,0.03928159028506258,0.49301262659288,2.8604007152777786e-08,-2.7246527999999998e-08,,,Peg,1,726,,27.64394371220336,,,,,A,#f3e8d3,#f3e8d3
727,729.0,448.0,22.0,,87    Peg,,0.150672,18.211963,87.4126,140.93,-25.57,-23.0,5.57,0.862,G9III,1.043,82.969037,3.274515,27.319281,-2.13e-05,5.893e-05,-1.764e-05,0.03944591941930006,0.3178587192899925,6.832479200069446e-07,-1.23966858e-07,,87.0,Peg,1,727,,39.37313537008504,,,,,G,#FFD423,#FFD423
728,730.0,469.0,23.0,,,,0.15066,-54.001931000000006,128.3697,46.45,13.08,1.0,6.32,0.778,G4IV...,0.738,75.391635,2.975289,-103.855819,6.04e-06,2.917e-05,3.96e-06,0.03944260246460291,-0.9425115001307462,2.2519595461805558e-07,6.3413629e-08,,,Phe,1,728,,42.54024629440678,,,,,G,#FFD423,#FFD423
744,746.0,432.0,21.0,Gl 8,11Bet Cas,Caph,0.152887,59.14978000000001,16.7842,523.39,-180.42,11.3,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409502999999999,1.681e-05,4.329e-05,2.39e-06,0.04002585283032328,1.0323584043676326,2.5374663226597225e-06,-8.747008420000001e-07,Bet,11.0,Cas,1,744,,30.06076302628229,Bet,2.303,2.263,β,F,#d4bf94,#d4bf94
758,760.0,431.0,20.0,,,,0.155525,79.714545,105.4852,106.17,-39.37,1.0,6.01,0.894,A7IV,0.203,18.819015,0.767057,103.790103,1.777e-05,5.506e-05,-2.59e-06,0.04071640485849065,1.3912812778774724,5.147266846458333e-07,-1.90871146e-07,,,Cep,1,758,,38.22962165659194,,,,,A,#f3e8d3,#f3e8d3
759,761.0,493.0,24.0,,Kap1Scl,,0.155851,-27.987928000000004,77.4593,72.57,-9.99,9.0,5.42,0.975,F3V,0.414,68.343305,2.7900970000000003,-36.350566,5.25e-06,2.749e-05,-7.63e-06,0.04080165350626981,-0.4884814967877525,3.5182928797916665e-07,-4.8432886000000004e-08,Kap-1,,Scl,1,759,,35.48133892335753,,,,κ1,F,#d4bf94,#d4bf94
763,765.0,496.0,25.0,Gl 9.1,Eps Phe,,0.156836,-45.747426000000004,44.2087,122.15,-180.13,-9.2,3.88,0.652,K0III,1.013,30.82377,1.2663959999999999,-31.665333,-3.526e-05,2.475e-05,-2.02e-05,0.04105967874921949,-0.7984432093302175,5.921999107986112e-07,-8.73294882e-07,Eps,,Phe,1,763,,47.774923465909396,,,,ε,K,#F99220,#F99220
796,798.0,565.0,,,,,0.164474,-62.29679399999999,132.2751,17.32,17.5,0.0,6.34,0.733,A6V,0.16399999999999998,61.436580000000006,2.647095,-117.11209,9.45e-06,1.152e-05,5.22e-06,0.04305914373513288,-1.0872841726290523,8.396972947222222e-08,8.4842394e-08,,,Tuc,1,796,,44.340440163344134,,,,,A,#f3e8d3,#f3e8d3
811,813.0,560.0,26.0,,34    Psc,,0.167278,11.145813,93.633,29.73,1.64,14.0,5.54,0.6829999999999999,B9V,-0.064,91.778975,4.021883,18.099895,1.33e-05,1.409e-05,3.5e-06,0.043793360182188254,0.19453113557076,1.4413510722916667e-07,7.950944000000002e-09,,34.0,Psc,1,811,,46.430140728180334,,,,,B,#93C2F1,#93C2F1
812,814.0,636.0,30.0,,Gam3Oct,,0.167293,-82.224047,78.064,-21.66,-20.39,15.0,5.29,0.828,K1/K2III,1.0490000000000002,10.551931,0.46238,-77.346312,-5.21e-06,-8.43e-06,-1.624e-05,0.04379732015687193,-1.4350803419682037,-1.0501064320833333e-07,-9.885350900000001e-08,Gam-3,,Oct,1,812,,40.625619818684335,,,,γ3,K,#F99220,#F99220
838,840.0,587.0,29.0,,,,0.171908,-5.248588,58.309,34.98,-29.01,24.0,5.84,2.011,K1III,0.973,58.00594,2.612349,-5.333956,2.322e-05,1.094e-05,-1.041e-05,0.04500547089347276,-0.09160513463891999,1.6958782545833334e-07,-1.40644448e-07,,,Psc,1,838,,13.664696807404649,,,,,K,#F99220,#F99220
839,841.0,571.0,27.0,,22    And,,0.172012,46.072272,377.3585,4.51,0.21,-5.0,5.01,-2.8739999999999997,F2II,0.405,261.527194,11.785276,271.77939100000003,-4.19e-06,8.07e-06,-3.42e-06,0.04503274031959869,0.8041128329084449,2.1865096993055563e-08,1.018108e-09,,22.0,And,1,839,,1229.1361730601684,,,,,F,#d4bf94,#d4bf94
871,873.0,645.0,31.0,,,,0.178565,-12.579897,75.0188,149.39,-38.22,6.0,5.84,1.464,K0III,1.0,73.137904,3.421562,-16.339167,4.2e-07,5.441e-05,-1.49e-05,0.046748099302627084,-0.219560616338145,7.242631573819444e-07,-1.85295788e-07,,,Cet,1,871,,22.615177461083626,,,,,K,#F99220,#F99220
908,910.0,693.0,33.0,Gl 10,6    Cet,,0.18773900000000002,-15.467977,18.7477,-84.2,-269.31,14.6,4.89,3.525,F5V,0.48700000000000004,18.046958,0.887717,-5.000042,8.23e-06,-7.26e-06,-2.757e-05,0.0491498571352085,-0.26996713445257625,-4.082131190277777e-07,-1.305651723e-06,,6.0,Cet,1,908,,3.3884415613920247,,,,,F,#d4bf94,#d4bf94
928,930.0,720.0,34.0,,Kap2Scl,,0.192894,-27.799737,243.309,4.61,17.09,-6.0,5.41,-1.521,K2III,1.3459999999999999,214.95260699999997,10.864269,-113.475053,3.69e-06,5.63e-06,2.069e-05,0.050499626561718386,-0.4851969350217425,2.2349910673611117e-08,8.285465799999999e-08,Kap-2,,Scl,1,928,,353.50861336199705,,,,κ2,K,#F99220,#F99220
948,950.0,739.0,35.0,NN 3013,The Scl,,0.195552,-35.133119,21.2766,169.01,113.75,-13.5,5.24,3.6,F3/F5V,0.45899999999999996,17.377471,0.890451,-12.244148,-5.43e-06,1.718e-05,1.754e-05,0.05119535260651319,-0.6131886115888412,8.193836015069444e-07,5.51475561e-07,The,,Scl,1,948,,3.1622776601683777,,,,θ,F,#d4bf94,#d4bf94
965,967.0,743.0,36.0,,,,0.199741,48.152396,202.0202,60.54,10.39,16.0,6.18,-0.34700000000000003,K4III,1.4669999999999999,134.59395800000001,7.044791,150.48939,2.3e-07,5.938e-05,1.898e-05,0.052292060179269316,0.8404178597562337,2.935062022083333e-07,5.0372141e-08,,,And,1,965,,119.89470404794196,,,,,K,#F99220,#F99220
